pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-19T08:34:48Z,2026-05-19T08:34:58Z,10
dynamic-pattern-dashboard-0,2026-05-19T08:34:48Z,2026-05-19T08:35:56Z,68
