pod,podscheduled,ready,delta_s
overlay-pattern-0,2026-05-22T22:07:25Z,2026-05-22T22:21:55Z,870
overlay-pattern-dashboard-0,2026-05-22T22:07:25Z,2026-05-22T22:08:35Z,70
overlay-pattern-overlay-server-7f59b6b6b9-h5ct8,2026-05-22T22:07:25Z,2026-05-22T22:07:27Z,2
