pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
monolithic,2026-07-11T20:55:19Z,2026-07-11T20:56:31Z,72,69,0.00,29.57,19.85,61.74,3.20,36.81,82.29,32.99,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260711-205518/monolithic,ok,
microservices,2026-07-11T21:09:43Z,2026-07-11T21:11:27Z,104,100,0.00,28.85,21.35,81.02,3.61,36.41,74.60,52.08,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260711-205518/microservices,ok,
overlay,2026-07-11T21:24:45Z,2026-07-11T21:46:21Z,1296,991,0.00,28.62,21.62,58.44,3.51,36.38,73.20,32.34,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260711-205518/overlay,ok,
dynamic-loader,2026-07-11T21:59:37Z,2026-07-11T22:02:27Z,170,68,0.00,201.74,4.14,252.59,20.87,23.40,30.98,31.01,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260711-205518/dynamic-loader,ok,
