pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-26T19:45:20Z,2026-05-26T19:53:06Z,466
dynamic-pattern-dashboard-0,2026-05-26T19:45:20Z,2026-05-26T19:54:06Z,526
