pod,podscheduled,ready,delta_s
overlay-pattern-0,2026-07-10T22:47:01Z,2026-07-10T23:04:32Z,1051
overlay-pattern-dashboard-0,2026-07-10T22:47:01Z,2026-07-10T22:48:20Z,79
overlay-pattern-overlay-server-8585bdf96b-8md9l,2026-07-10T22:47:01Z,2026-07-10T22:47:07Z,6
