pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-12T02:52:57Z,2026-07-12T02:53:25Z,28
dynamic-pattern-dashboard-0,2026-07-12T02:52:57Z,2026-07-12T02:54:05Z,68
