pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-12T08:31:01Z,2026-07-12T08:31:41Z,40
monolithic-pattern-dashboard-0,2026-07-12T08:31:01Z,2026-07-12T08:32:09Z,68
