pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-12T01:15:44Z,2026-07-12T01:15:54Z,10
dynamic-pattern-dashboard-0,2026-07-12T01:15:44Z,2026-07-12T01:16:52Z,68
