pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-21T11:23:23Z,2026-05-21T11:31:14Z,471
dynamic-pattern-dashboard-0,2026-05-21T11:23:23Z,2026-05-21T11:32:10Z,527
