pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-22T09:40:36Z,2026-05-22T09:41:16Z,40
monolithic-pattern-dashboard-0,2026-05-22T09:40:36Z,2026-05-22T09:41:44Z,68
