pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-09T19:46:50Z,2026-07-09T19:47:31Z,41
monolithic-pattern-dashboard-0,2026-07-09T19:46:50Z,2026-07-09T19:47:58Z,68
