pod,podscheduled,ready,delta_s
overlay-pattern-0,2026-05-22T12:01:00Z,2026-05-22T12:14:51Z,831
overlay-pattern-dashboard-0,2026-05-22T12:01:00Z,2026-05-22T12:02:08Z,68
overlay-pattern-overlay-server-7f59b6b6b9-vnswt,2026-05-22T12:01:00Z,2026-05-22T12:01:02Z,2
