pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-09T18:40:13Z,2026-07-09T18:40:53Z,40
monolithic-pattern-dashboard-0,2026-07-09T18:40:13Z,2026-07-09T18:41:21Z,68
