pod,podscheduled,ready,delta_s
microservices-pattern-camera-0,2026-05-22T13:29:56Z,2026-05-22T13:29:59Z,3
microservices-pattern-dashboard-0,2026-05-22T13:29:56Z,2026-05-22T13:31:04Z,68
microservices-pattern-llava-0,2026-05-22T13:29:56Z,2026-05-22T13:31:37Z,101
microservices-pattern-voxtral-0,2026-05-22T13:29:56Z,2026-05-22T13:30:27Z,31
microservices-pattern-yolo-0,2026-05-22T13:29:56Z,2026-05-22T13:30:37Z,41
