pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
monolithic,2026-05-19T15:32:49Z,2026-05-19T15:34:01Z,72,68,0.00,37.40,9.88,111.42,12.49,21.29,51.81,32.99,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260519-153249/monolithic,ok,
microservices,2026-05-19T15:47:12Z,2026-05-19T15:48:56Z,104,101,0.00,24.46,22.36,78.45,0.60,36.24,39.97,50.08,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260519-153249/microservices,ok,
overlay-canonical,2026-05-19T16:02:10Z,,,,,,,,,,,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260519-153249/overlay-canonical,install_failed,helm install returned non-zero
dynamic-canonical,2026-05-19T16:51:03Z,2026-05-19T16:53:19Z,136,70,0.00,74.91,5.71,214.90,85.32,22.46,46.38,31.49,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260519-153249/dynamic-canonical,ok,
