pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-14T13:29:31Z,2026-07-14T13:30:07Z,36
dynamic-pattern-dashboard-0,2026-07-14T13:29:31Z,2026-07-14T13:31:03Z,92
