pod,podscheduled,ready,delta_s
overlay-pattern-0,2026-07-12T00:45:46Z,2026-07-12T01:02:27Z,1001
overlay-pattern-dashboard-0,2026-07-12T00:45:46Z,2026-07-12T00:46:55Z,69
overlay-pattern-overlay-server-8585bdf96b-lsjbj,2026-07-12T00:45:46Z,2026-07-12T00:45:48Z,2
