pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
dynamic-loader,2026-07-14T13:29:30Z,2026-07-14T13:33:46Z,256,92,0.00,86.97,8.20,158.49,105.94,25.90,61.07,53.56,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260714-132929/dynamic-loader,ok,
monolithic,2026-07-14T13:47:25Z,2026-07-14T13:48:37Z,72,69,0.00,30.97,14.85,57.13,2.83,21.64,85.88,34.19,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260714-132929/monolithic,ok,
