pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-11T21:59:38Z,2026-07-11T21:59:47Z,9
dynamic-pattern-dashboard-0,2026-07-11T21:59:38Z,2026-07-11T22:00:46Z,68
