pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
overlay-canonical,2026-06-01T09:11:20Z,2026-06-01T09:12:33Z,73,71,0.00,28.98,20.54,58.67,3.57,42.27,77.00,31.94,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260601-091119/overlay-canonical,ok,;capture_pattern_run failed
