pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
monolithic,2026-07-12T01:48:43Z,2026-07-12T01:49:55Z,72,69,0.00,28.07,20.58,59.41,3.95,36.36,70.07,36.99,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260712-014842/monolithic,ok,
microservices,2026-07-12T02:03:09Z,2026-07-12T02:04:53Z,104,101,0.00,28.05,20.76,80.53,4.04,35.99,73.32,51.97,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260712-014842/microservices,ok,
overlay,2026-07-12T02:18:11Z,2026-07-12T02:39:40Z,1289,991,0.00,28.39,20.76,57.97,3.86,36.35,74.88,31.97,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260712-014842/overlay,ok,
dynamic-loader,2026-07-12T02:52:56Z,2026-07-12T02:55:53Z,177,68,0.00,247.23,3.42,303.20,50.36,22.16,27.57,30.92,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260712-014842/dynamic-loader,ok,
