pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-19T15:32:50Z,2026-05-19T15:33:31Z,41
monolithic-pattern-dashboard-0,2026-05-19T15:32:50Z,2026-05-19T15:33:58Z,68
