pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-12T01:48:44Z,2026-07-12T01:49:25Z,41
monolithic-pattern-dashboard-0,2026-07-12T01:48:44Z,2026-07-12T01:49:53Z,69
