pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
monolithic,2026-07-11T22:31:22Z,2026-07-11T22:32:31Z,69,67,0.00,28.32,20.41,60.75,3.62,35.85,72.07,32.16,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260711-223121/monolithic,ok,
microservices,2026-07-11T22:45:45Z,2026-07-11T22:47:29Z,104,101,0.00,28.02,20.79,80.27,4.21,35.63,74.55,52.86,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260711-223121/microservices,ok,
overlay,2026-07-11T23:00:46Z,2026-07-11T23:22:30Z,1304,1001,0.00,28.57,21.92,56.06,3.81,36.32,75.84,32.06,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260711-223121/overlay,ok,
dynamic-loader,2026-07-11T23:35:46Z,2026-07-11T23:42:55Z,429,296,0.00,,,,,3.53,0.00,28.28,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260711-223121/dynamic-loader,ok,
