pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-19T11:24:42Z,2026-05-19T11:25:23Z,41
monolithic-pattern-dashboard-0,2026-05-19T11:24:42Z,2026-05-19T11:25:50Z,68
