pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-12T13:22:01Z,2026-07-12T13:22:42Z,41
monolithic-pattern-dashboard-0,2026-07-12T13:22:01Z,2026-07-12T13:23:10Z,69
