pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-12T16:44:54Z,2026-07-12T16:53:54Z,540
monolithic-pattern-dashboard-0,2026-07-12T16:44:54Z,2026-07-12T16:46:11Z,77
