pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-12T18:58:17Z,2026-07-12T18:58:27Z,10
dynamic-pattern-dashboard-0,2026-07-12T18:58:17Z,2026-07-12T18:59:25Z,68
