pod,podscheduled,ready,delta_s
overlay-pattern-0,2026-05-21T03:07:20Z,2026-05-21T03:07:20Z,0
overlay-pattern-dashboard-0,2026-05-21T00:59:33Z,2026-05-21T01:00:37Z,64
overlay-pattern-overlay-server-7f59b6b6b9-xg9vd,2026-05-21T00:59:33Z,2026-05-21T00:59:35Z,2
