pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-11T23:35:47Z,2026-07-11T23:40:43Z,296
dynamic-pattern-dashboard-0,2026-07-11T23:35:47Z,2026-07-11T23:36:56Z,69
