pod,podscheduled,ready,delta_s
overlay-pattern-0,2026-07-11T23:05:49Z,2026-07-11T23:22:30Z,1001
overlay-pattern-dashboard-0,2026-07-11T23:05:49Z,2026-07-11T23:06:57Z,68
overlay-pattern-overlay-server-8585bdf96b-vftrj,2026-07-11T23:05:49Z,2026-07-11T23:05:52Z,3
