pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
monolithic,2026-05-19T13:28:42Z,2026-05-19T13:29:53Z,71,68,0.00,37.78,10.01,109.09,12.63,21.41,49.54,32.35,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260519-132841/monolithic,ok,
microservices,2026-05-19T13:43:04Z,2026-05-19T13:44:48Z,104,100,0.00,23.99,22.00,79.22,0.59,36.24,40.54,49.88,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260519-132841/microservices,ok,
overlay-canonical,2026-05-19T13:58:03Z,,,,,,,,,,,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260519-132841/overlay-canonical,install_failed,helm install returned non-zero
dynamic-canonical,2026-05-19T14:47:02Z,2026-05-19T14:49:15Z,133,68,0.00,70.42,6.23,197.53,69.96,22.49,46.31,31.53,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260519-132841/dynamic-canonical,ok,
