pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-25T17:00:18Z,2026-05-25T17:08:04Z,466
dynamic-pattern-dashboard-0,2026-05-25T17:00:18Z,2026-05-25T17:09:05Z,527
