pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-12T06:45:55Z,2026-07-12T06:46:35Z,40
monolithic-pattern-dashboard-0,2026-07-12T06:45:55Z,2026-07-12T06:47:03Z,68
