pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-26T06:59:31Z,2026-05-26T07:08:11Z,520
monolithic-pattern-dashboard-0,2026-05-26T06:59:31Z,2026-05-26T07:00:39Z,68
