pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-19T16:51:04Z,2026-05-19T16:51:14Z,10
dynamic-pattern-dashboard-0,2026-05-19T16:51:04Z,2026-05-19T16:52:14Z,70
