pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-09T20:16:41Z,2026-07-09T20:16:49Z,8
dynamic-pattern-dashboard-0,2026-07-09T20:16:41Z,2026-07-09T20:17:49Z,68
