pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-25T14:54:06Z,2026-05-25T14:54:17Z,11
dynamic-pattern-dashboard-0,2026-05-25T14:54:06Z,2026-05-25T14:55:14Z,68
