pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-09T15:06:02Z,2026-07-09T15:06:43Z,41
monolithic-pattern-dashboard-0,2026-07-09T15:06:02Z,2026-07-09T15:07:10Z,68
