pattern,timestamp,s_img_total_gb,t_sched_avg_s,l_net_kb2_ms,l_net_edge_ms,c_cfg_files,t_ci_s,t_ready_s,eta_start,r_deploy
overlay-canonical,2026-05-06T08:06:00Z,27.54,37,4.202,7.865,0,,0.12,0.0270,0.231
