pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-14T12:59:10Z,2026-07-14T12:59:19Z,9
dynamic-pattern-dashboard-0,2026-07-14T12:59:10Z,2026-07-14T13:00:18Z,68
