pod,podscheduled,ready,delta_s
microservices-pattern-camera-0,2026-05-19T15:47:13Z,2026-05-19T15:47:15Z,2
microservices-pattern-dashboard-0,2026-05-19T15:47:13Z,2026-05-19T15:48:21Z,68
microservices-pattern-llava-0,2026-05-19T15:47:13Z,2026-05-19T15:48:54Z,101
microservices-pattern-voxtral-0,2026-05-19T15:47:13Z,2026-05-19T15:47:44Z,31
microservices-pattern-yolo-0,2026-05-19T15:47:13Z,2026-05-19T15:47:54Z,41
