pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-10T09:51:35Z,2026-07-10T10:00:16Z,521
monolithic-pattern-dashboard-0,2026-07-10T09:51:35Z,2026-07-10T09:52:51Z,76
