pod,podscheduled,ready,delta_s
overlay-pattern-0,2026-06-01T12:43:11Z,2026-06-01T12:45:02Z,111
overlay-pattern-dashboard-0,2026-06-01T12:43:11Z,2026-06-01T12:44:27Z,76
