pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-12T12:36:05Z,2026-07-12T12:36:15Z,10
dynamic-pattern-dashboard-0,2026-07-12T12:36:05Z,2026-07-12T12:37:14Z,69
